timestamp,rr_interval
115.423,-17.09
115.673,-24.43
115.923,-30.73
116.173,-34.12
116.423,-34.31
116.673,-34.51
116.923,-32.21
117.173,-29.26
117.423,-28.0
117.673,-34.67
117.923,-41.34
118.173,-33.83
118.423,-17.93
118.673,-2.03
118.923,-8.56
119.173,-17.48
119.423,-21.02
119.673,-10.74
119.923,-0.46
120.173,8.8
120.423,17.19
120.673,25.59
120.923,9.4
121.173,-17.14
121.423,-39.1
121.673,-32.98
121.923,-26.86
122.173,-24.44
122.423,-25.48
122.673,-26.53
122.923,-18.63
123.173,-9.73
123.423,-1.78
123.673,2.11
123.923,6.0
124.173,4.79
124.423,-3.11
124.673,-11.01
124.923,-14.49
125.173,-16.58
125.423,-18.34
125.673,-17.55
125.923,-16.76
126.173,-26.07
126.423,-47.44
126.673,-68.46
126.923,-60.69
127.173,-52.92
127.423,-46.0
127.673,-39.99
127.923,-33.97
128.173,-32.14
128.423,-30.8
128.673,-29.03
128.923,-26.24
129.173,-23.46
129.423,-26.93
129.673,-33.56
129.923,-39.64
130.173,-40.7
130.423,-41.75
130.673,-32.98
130.923,-16.09
131.173,0.8
131.423,1.57
131.673,-1.39
131.923,-1.44
132.173,22.42
132.423,46.28
132.673,65.94
132.923,53.57
133.173,41.2
133.423,28.73
133.673,16.02
133.923,3.31
134.173,-9.69
134.423,-22.92
134.673,-36.15
134.923,-21.59
135.173,-6.57
135.423,5.12
135.673,6.46
135.923,7.81
136.173,3.47
136.423,-6.85
136.673,-17.18
136.923,-13.31
137.173,-6.83
137.423,-2.31
137.673,-10.69
137.923,-19.08
138.173,-26.78
138.423,-33.81
138.673,-40.84
138.923,-24.5
139.173,-6.87
139.423,4.27
139.673,-10.52
139.923,-25.3
140.173,-19.31
140.423,0.31
140.673,19.93
140.923,14.93
141.173,3.47
141.423,-5.68
141.673,5.99
141.923,17.65
142.173,19.15
142.423,-6.03
142.673,-31.21
142.923,-28.25
143.173,-13.9
143.423,0.45
143.673,9.13
143.923,17.74
144.173,21.34
144.423,0.81
144.673,-19.72
144.923,-28.58
145.173,-28.59
145.423,-28.59
145.673,-15.36
145.923,-1.64
146.173,6.9
146.423,-4.31
146.673,-15.53
146.923,-28.11
147.173,-41.71
147.423,-53.77
147.673,-45.96
147.923,-38.15
148.173,-36.86
148.423,-42.42
148.673,-47.97
148.923,-49.97
149.173,-51.84
149.423,-50.6
149.673,-45.71
149.923,-40.81
150.173,-33.33
150.423,-25.58
150.673,-20.51
150.923,-22.96
151.173,-25.41
151.423,-42.67
151.673,-67.84
151.923,-83.66
152.173,-75.42
152.423,-67.19
152.673,-61.56
152.923,-56.5
153.173,-51.07
153.423,-44.88
153.673,-38.7
153.923,-29.73
154.173,-19.84
154.423,-10.87
154.673,-13.07
154.923,-15.27
155.173,-17.47
155.423,-19.67
155.673,-21.87
155.923,-24.07
156.173,-26.27
156.423,-28.47
156.673,-30.67
156.923,-32.87
157.173,-38.65
157.423,-52.78
157.673,-66.91
157.923,-74.85
158.173,-81.78
158.423,-73.11
158.673,-47.81
158.923,-22.5
159.173,-20.37
159.423,-22.52
159.673,-23.86
159.923,-22.36
160.173,-20.85
160.423,-18.4
160.673,-15.28
160.923,-12.17
161.173,-10.73
161.423,-10.26
161.673,-10.53
161.923,-11.69
162.173,-13.67
162.423,-16.42
162.673,-20.27
162.923,-24.31
163.173,-29.84
163.423,-35.38
163.673,-40.69
163.923,-45.75
164.173,-50.82
164.423,-51.51
164.673,-52.02
164.923,-54.1
165.173,-58.05
165.423,-62.01
165.673,-56.53
165.923,-50.94
166.173,-54.36
166.423,-68.2
166.673,-81.25
166.923,-84.06
167.173,-86.87
167.423,-80.68
167.673,-70.85
167.923,-61.78
168.173,-54.98
168.423,-50.02
168.673,-48.57
168.923,-47.86
169.173,-49.04
169.423,-50.87
169.673,-52.93
169.923,-54.68
170.173,-55.17
170.423,-54.49
170.673,-50.78
170.923,-47.06
171.173,-39.03
171.423,-29.31
171.673,-19.89
171.923,-13.5
172.173,-7.11
172.423,-5.12
172.673,-10.18
172.923,-15.25
173.173,-11.6
173.423,-4.82
173.673,1.75
173.923,-4.84
174.173,-11.43
174.423,-19.82
174.673,-31.37
174.923,-42.91
175.173,-51.22
175.423,-58.88
175.673,-56.83
175.923,-38.39
176.173,-19.96
176.423,-27.95
176.673,-46.22
176.923,-60.53
177.173,-62.81
177.423,-65.1
177.673,-60.93
177.923,-55.11
178.173,-51.32
178.423,-52.57
178.673,-53.81
178.923,-45.93
179.173,-35.64
179.423,-28.78
179.673,-36.66
179.923,-44.54
180.173,-47.59
180.423,-48.19
180.673,-45.34
180.923,-22.02
181.173,1.31
181.423,18.22
181.673,24.11
181.923,30.0
182.173,28.8
182.423,21.28
182.673,13.75
182.923,25.96
183.173,44.12
183.423,62.29
183.673,48.84
183.923,26.88
184.173,5.95
184.423,3.82
184.673,1.69
184.923,2.02
185.173,7.12
185.423,12.21
185.673,8.46
185.923,-1.93
186.173,-12.31
186.423,-25.03
186.673,-37.97
186.923,-47.94
187.173,-53.14
187.423,-58.34
187.673,-57.82
187.923,-56.71
188.173,-54.99
188.423,-52.43
188.673,-49.86
188.923,-31.45
189.173,-11.5
189.423,3.73
189.673,-2.52
189.923,-8.77
190.173,-5.52
190.423,6.63
190.673,18.78
190.923,9.71
191.173,-7.77
191.423,-22.41
191.673,-11.47
191.923,-0.53
192.173,4.87
192.423,0.6
192.673,-3.66
192.923,-10.71
193.173,-17.38
193.423,-23.17
193.673,-26.63
193.923,-28.74
194.173,-30.12
194.423,-30.52
194.673,-29.97
194.923,-28.85
195.173,-27.59
195.423,-26.2
195.673,-24.29
195.923,-22.38
196.173,-19.46
196.423,-15.8
196.673,-12.13
196.923,-8.47
197.173,-4.8
197.423,-1.14
197.673,2.53
197.923,6.19
198.173,5.02
198.423,0.51
198.673,-4.0
198.923,-10.75
199.173,-17.75
199.423,-20.57
199.673,-12.85
199.923,-5.13
200.173,-1.11
200.423,0.28
200.673,1.67
200.923,11.26
201.173,22.14
201.423,32.65
201.673,30.28
201.923,27.9
202.173,25.11
202.423,20.75
202.673,16.4
202.923,9.13
203.173,-1.72
203.423,-12.56
203.673,-6.17
203.923,4.52
204.173,14.75
204.423,10.84
204.673,6.93
204.923,2.24
205.173,-4.18
205.423,-10.6
205.673,-5.37
205.923,6.18
206.173,17.73
206.423,25.85
206.673,33.43
206.923,41.01
207.173,32.55
207.423,23.95
207.673,18.46
207.923,24.26
208.173,30.07
208.423,27.41
208.673,10.46
208.923,-6.49
209.173,-3.4
209.423,7.79
209.673,18.97
209.923,26.7
210.173,31.99
210.423,30.73
210.673,26.44
210.923,21.26
211.173,19.39
211.423,20.37
211.673,21.36
211.923,28.23
212.173,37.13
212.423,46.03
212.673,37.45
212.923,25.74
213.173,15.16
213.423,17.69
213.673,20.21
213.923,23.73
214.173,29.7
214.423,35.66
214.673,32.25
214.923,16.08
215.173,-0.08
215.423,-2.81
215.673,-0.72
215.923,1.28
216.173,-0.36
216.423,-2.0
216.673,-7.0
216.923,-18.86
217.173,-30.73
217.423,-36.9
217.673,-41.24
217.923,-42.58
218.173,-33.8
218.423,-25.02
218.673,-15.28
218.923,-4.93
219.173,5.43
219.423,-4.47
219.673,-17.25
219.923,-25.02
220.173,-19.67
220.423,-14.32
220.673,4.38
220.923,31.26
221.173,58.14
221.423,52.91
221.673,29.93
221.923,6.95
222.173,21.91
